Pueblo,Cod_CCAA,Población,Hombres,Mujeres,Españoles,Extranjeros,Area,Longuitud,menores,edad_laboral,jubilados,porcentaje_hombres,porcentaje_mujeres,porcenjate_españoles,poetentaje_extranjeros
Rugat,10,158.0,83.0,75.0,145.0,13.0,5081443.38258362,14225.6717299331,19.0,77.0,52.0,52.53164556962025,47.46835443037975,91.77215189873418,8.227848101265822
Sagunto/Sagunt,10,65278.0,31978.0,33300.0,58445.0,6833.0,224099513.540825,137652.678066446,9829.0,39234.0,11235.0,48.987407702441864,51.012592297558136,89.53246116608965,10.467538833910353
Salem,10,437.0,220.0,217.0,419.0,18.0,14208109.3124847,17165.3047574147,67.0,258.0,75.0,50.34324942791763,49.65675057208238,95.88100686498856,4.118993135011442
Sant Joanet,10,484.0,237.0,247.0,477.0,7.0,3086076.04896545,8670.1719422174,71.0,306.0,64.0,48.96694214876033,51.03305785123967,98.55371900826447,1.4462809917355373
Sedaví,10,10179.0,4952.0,5227.0,9550.0,629.0,3038454.03915405,11376.7317596882,1597.0,6259.0,1566.0,48.64917968366244,51.350820316337554,93.82061106199038,6.179388938009628
Segart,10,158.0,79.0,79.0,157.0,1.0,11230373.3526459,14001.1728078308,10.0,100.0,40.0,50.0,50.0,99.36708860759494,0.6329113924050633
Sellent,10,376.0,190.0,186.0,372.0,4.0,23243928.8199158,21720.4992711607,34.0,232.0,78.0,50.53191489361703,49.46808510638298,98.93617021276596,1.0638297872340425
Sempere,10,41.0,22.0,19.0,37.0,4.0,6328666.71754456,15597.1202593129,1.0,25.0,14.0,53.65853658536586,46.34146341463415,90.2439024390244,9.75609756097561
Senyera,10,1149.0,568.0,581.0,1119.0,30.0,3373331.35964966,8514.62725285349,186.0,720.0,146.0,49.434290687554395,50.565709312445605,97.38903394255874,2.610966057441253
Serra,10,3068.0,1573.0,1495.0,2885.0,183.0,96862754.54216,45139.3603181942,527.0,1967.0,411.0,51.271186440677965,48.728813559322035,94.03520208604954,5.9647979139504566
Siete Aguas,10,1196.0,639.0,557.0,1110.0,86.0,185905234.027252,56498.815090209,157.0,727.0,238.0,53.42809364548495,46.57190635451505,92.80936454849498,7.190635451505016
Silla,10,18440.0,9160.0,9280.0,16998.0,1442.0,41903620.4949799,30566.3593657494,2758.0,11615.0,2754.0,49.67462039045553,50.32537960954448,92.18004338394795,7.819956616052061
Simat de la Valldigna,10,3297.0,1651.0,1646.0,2857.0,440.0,63883853.883316,43410.0083394379,479.0,1965.0,597.0,50.07582650894753,49.92417349105247,86.65453442523507,13.345465574764937
Sinarcas,10,1147.0,588.0,559.0,1014.0,133.0,173527428.22522,60135.5118560586,139.0,655.0,242.0,51.264167393199656,48.73583260680035,88.40453356582388,11.595466434176112
Sollana,10,4886.0,2388.0,2498.0,4581.0,305.0,65563800.1660461,46088.7154025721,691.0,3021.0,780.0,48.87433483422022,51.12566516577978,93.75767498976668,6.24232501023332
Sot de Chera,10,370.0,194.0,176.0,364.0,6.0,57337697.9470215,35947.2246670044,30.0,246.0,57.0,52.43243243243243,47.56756756756757,98.37837837837839,1.6216216216216217
Sueca,10,27598.0,13608.0,13990.0,25732.0,1866.0,154597541.294731,68725.9800270834,4015.0,16954.0,4683.0,49.30792086383071,50.69207913616929,93.2386404811943,6.761359518805711
Sumacàrcer,10,1141.0,563.0,578.0,1107.0,34.0,33391224.0266418,30249.3614714536,138.0,674.0,262.0,49.34268185801928,50.657318141980724,97.02015775635408,2.9798422436459244
Tavernes Blanques,10,9095.0,4441.0,4654.0,8691.0,404.0,1233348.86569214,4837.68097243519,1370.0,5758.0,1351.0,48.829026937877956,51.17097306212205,95.55799890049478,4.442001099505222
Tavernes de la Valldigna,10,17336.0,8687.0,8649.0,15937.0,1399.0,81967582.0389328,40655.8808920525,2668.0,10524.0,2904.0,50.10959852330411,49.89040147669589,91.93008767881864,8.069912321181356
Teresa de Cofrentes,10,631.0,327.0,304.0,477.0,154.0,184299487.588776,61223.4324436651,53.0,313.0,222.0,51.82250396196514,48.17749603803487,75.59429477020603,24.405705229793977
Terrateig,10,284.0,150.0,134.0,243.0,41.0,10441838.8406372,17305.0175425657,38.0,158.0,71.0,52.816901408450704,47.183098591549296,85.56338028169014,14.43661971830986
Titaguas,10,450.0,233.0,217.0,443.0,7.0,107441925.256531,53582.7750255482,42.0,264.0,105.0,51.77777777777778,48.22222222222222,98.44444444444444,1.5555555555555556
Torrebaja,10,412.0,214.0,198.0,380.0,32.0,8071645.65228271,20701.5772579606,43.0,235.0,103.0,51.94174757281553,48.05825242718447,92.23300970873787,7.766990291262135
Torrella,10,145.0,78.0,67.0,144.0,1.0,1939562.75085449,19574.258537614,9.0,88.0,28.0,53.79310344827586,46.206896551724135,99.3103448275862,0.6896551724137931
Torrent,10,80630.0,39761.0,40869.0,73751.0,6879.0,116235482.748734,54847.019966092,13974.0,50068.0,10647.0,49.31291082723552,50.68708917276447,91.46843606598041,8.531563934019596
Torres Torres,10,641.0,345.0,296.0,586.0,55.0,19930374.343811,33126.252419982,65.0,416.0,114.0,53.82215288611545,46.17784711388456,91.41965678627145,8.580343213728549
Tous,10,1268.0,646.0,622.0,1219.0,49.0,212562378.537231,82025.6018899447,159.0,769.0,250.0,50.94637223974764,49.05362776025237,96.13564668769716,3.8643533123028395
Tuéjar,10,1147.0,605.0,542.0,1115.0,32.0,206833963.049744,68042.9507384521,117.0,634.0,296.0,52.74629468177855,47.25370531822144,97.2101133391456,2.789886660854403
Turís,10,6627.0,3464.0,3163.0,5995.0,632.0,134876992.057343,53791.0602101839,1036.0,4093.0,1004.0,52.2710125245209,47.7289874754791,90.46325637543383,9.536743624566169
Utiel,10,11601.0,5785.0,5816.0,10943.0,658.0,399701814.825928,84177.26262502,1605.0,6873.0,2188.0,49.866390828376865,50.13360917162314,94.32807516593397,5.671924834066028
Valencia,10,787808.0,375210.0,412598.0,697087.0,90721.0,228650811.9702,198405.454403506,111940.0,481438.0,136811.0,47.62708680287583,52.37291319712417,88.48437690401722,11.515623095982777
Vallada,10,3093.0,1573.0,1520.0,2894.0,199.0,101746741.396759,46973.3751409773,420.0,1849.0,586.0,50.85677335919819,49.143226640801814,93.56611703847398,6.433882961526026
Vallanca,10,120.0,61.0,59.0,119.0,1.0,96733160.8518066,48149.9581995488,12.0,51.0,48.0,50.83333333333333,49.166666666666664,99.16666666666667,0.8333333333333334
Vallés,10,153.0,82.0,71.0,146.0,7.0,2040472.30053711,18586.09675073,29.0,90.0,20.0,53.59477124183007,46.40522875816993,95.42483660130719,4.57516339869281
Venta del Moro,10,1277.0,681.0,596.0,1121.0,156.0,457800329.283752,146597.381327711,153.0,684.0,349.0,53.328112764291305,46.671887235708695,87.78386844166015,12.216131558339859
Vilallonga/Villalonga,10,4371.0,2155.0,2216.0,3890.0,481.0,71573384.4386368,41341.5998285678,684.0,2673.0,718.0,49.30221917181423,50.69778082818577,88.9956531686113,11.004346831388698
Vilamarxant,10,9376.0,4855.0,4521.0,8596.0,780.0,119746899.645264,47537.0210300297,1434.0,5935.0,1322.0,51.7811433447099,48.218856655290104,91.68088737201366,8.319112627986348
Villanueva de Castellón,10,7209.0,3572.0,3637.0,6603.0,606.0,33751695.0918121,31788.6142841336,1129.0,4339.0,1230.0,49.5491746428076,50.4508253571924,91.59384103204327,8.40615896795672
Villar del Arzobispo,10,3542.0,1804.0,1738.0,3175.0,367.0,68843938.4134521,37752.7096925052,538.0,2026.0,705.0,50.931677018633536,49.06832298136646,89.6386222473179,10.3613777526821
Villargordo del Cabriel,10,612.0,329.0,283.0,547.0,65.0,120536251.438354,47324.8715674862,64.0,344.0,151.0,53.75816993464052,46.24183006535948,89.37908496732027,10.620915032679738
Vinalesa,10,3345.0,1622.0,1723.0,3259.0,86.0,2573862.56622314,8604.96987860846,568.0,2021.0,491.0,48.49028400597907,51.50971599402092,97.42899850523169,2.571001494768311
Yátova,10,2080.0,1071.0,1009.0,2010.0,70.0,201416688.619843,64886.9309344142,272.0,1285.0,379.0,51.49038461538461,48.50961538461539,96.63461538461539,3.3653846153846154
"Yesa, La",10,234.0,125.0,109.0,233.0,1.0,144054094.927551,59105.9097453586,20.0,118.0,76.0,53.41880341880342,46.58119658119658,99.57264957264957,0.4273504273504274
Zarra,10,381.0,208.0,173.0,276.0,105.0,82671198.8112793,46095.1462057347,35.0,173.0,156.0,54.59317585301837,45.40682414698163,72.44094488188976,27.559055118110237
Gátova,10,398.0,185.0,213.0,390.0,8.0,51529343.5314636,41387.8928893822,33.0,229.0,98.0,46.482412060301506,53.517587939698494,97.98994974874373,2.0100502512562812
San Antonio de Benagéber,10,8755.0,4317.0,4438.0,8276.0,479.0,13414384.8323059,21068.7401368655,1745.0,5470.0,758.0,49.308966304968585,50.69103369503141,94.52884066247859,5.471159337521416
Benicull de Xúquer,10,970.0,484.0,486.0,946.0,24.0,5837366.42707825,10723.6577531723,149.0,610.0,150.0,49.896907216494846,50.103092783505154,97.52577319587628,2.4742268041237114
Adalia,7,59.0,36.0,23.0,59.0,0.0,29143575.690918,24215.1362603952,3.0,35.0,17.0,61.016949152542374,38.983050847457626,100.0,0.0
Aguasal,7,24.0,18.0,6.0,24.0,0.0,47909647.9345703,36950.3319284091,0.0,13.0,8.0,75.0,25.0,100.0,0.0
Aguilar de Campos,7,256.0,146.0,110.0,229.0,27.0,90239183.2873535,43433.9717547761,23.0,149.0,62.0,57.03125,42.96875,89.453125,10.546875
Alaejos,7,1389.0,747.0,642.0,1287.0,102.0,181848540.374023,62007.0627931244,109.0,843.0,326.0,53.77969762419006,46.220302375809936,92.65658747300216,7.343412526997841
Alcazarén,7,647.0,343.0,304.0,609.0,38.0,85365238.9104004,44796.2725028393,74.0,399.0,137.0,53.01391035548686,46.986089644513136,94.12673879443587,5.873261205564142
Aldea de San Miguel,7,232.0,123.0,109.0,231.0,1.0,35490855.7236328,28513.9837013255,29.0,131.0,50.0,53.01724137931034,46.98275862068966,99.56896551724138,0.43103448275862066
Aldeamayor de San Martín,7,5292.0,2739.0,2553.0,5156.0,136.0,95685313.1845703,45844.753417356,889.0,3484.0,387.0,51.75736961451247,48.24263038548753,97.43008314436887,2.5699168556311416
Almenara de Adaja,7,25.0,12.0,13.0,25.0,0.0,30346873.4289551,23698.4483660743,1.0,12.0,9.0,48.0,52.0,100.0,0.0
Amusquillo,7,110.0,70.0,40.0,110.0,0.0,28605225.0317383,29291.2105248966,0.0,60.0,35.0,63.63636363636363,36.36363636363637,100.0,0.0
Arroyo de la Encomienda,7,19421.0,9768.0,9653.0,18816.0,605.0,20983613.8898926,20554.5622460969,3474.0,13165.0,968.0,50.296071263065755,49.703928736934245,96.88481540600381,3.1151845939961897
Ataquines,7,572.0,315.0,257.0,569.0,3.0,75284858.4680176,49351.2194988258,41.0,337.0,150.0,55.069930069930074,44.93006993006993,99.47552447552448,0.5244755244755245
Bahabón,7,112.0,51.0,61.0,104.0,8.0,36925026.2854004,27944.6865222591,2.0,57.0,40.0,45.535714285714285,54.46428571428571,92.85714285714286,7.142857142857142
Barcial de la Loma,7,99.0,54.0,45.0,98.0,1.0,49079125.9145508,32043.9471194169,6.0,50.0,32.0,54.54545454545454,45.45454545454545,98.98989898989899,1.0101010101010102
Barruelo del Valle,7,62.0,37.0,25.0,50.0,12.0,23251052.5227051,23519.9532967164,4.0,33.0,18.0,59.67741935483871,40.32258064516129,80.64516129032258,19.35483870967742
Becilla de Valderaduey,7,230.0,129.0,101.0,195.0,35.0,69498438.9511719,37878.8389241304,23.0,110.0,75.0,56.086956521739125,43.913043478260875,84.78260869565217,15.217391304347828
Benafarces,7,71.0,37.0,34.0,70.0,1.0,29629375.6501465,26241.4451277434,5.0,41.0,19.0,52.112676056338024,47.88732394366197,98.59154929577466,1.4084507042253522
Bercero,7,211.0,116.0,95.0,209.0,2.0,73944075.7541504,53906.9091250303,12.0,121.0,55.0,54.976303317535546,45.023696682464454,99.0521327014218,0.9478672985781991
Berceruelo,7,37.0,22.0,15.0,36.0,1.0,24944362.9609375,23046.464793531,7.0,21.0,8.0,59.45945945945946,40.54054054054054,97.2972972972973,2.7027027027027026
Berrueces,7,93.0,55.0,38.0,83.0,10.0,28680299.9562988,25774.7378603392,3.0,55.0,22.0,59.13978494623656,40.86021505376344,89.24731182795699,10.75268817204301
Bobadilla del Campo,7,304.0,176.0,128.0,300.0,4.0,57783291.6787109,32098.0510528381,23.0,170.0,90.0,57.89473684210527,42.10526315789473,98.68421052631578,1.3157894736842104
Bocigas,7,84.0,47.0,37.0,80.0,4.0,28882342.2651367,23079.2903675458,3.0,51.0,21.0,55.952380952380956,44.047619047619044,95.23809523809523,4.761904761904762
Bocos de Duero,7,60.0,25.0,35.0,60.0,0.0,11102005.550293,23164.2400744824,2.0,31.0,19.0,41.66666666666667,58.333333333333336,100.0,0.0
Boecillo,7,4104.0,2091.0,2013.0,4006.0,98.0,43085284.6933594,33548.849170442,816.0,2577.0,378.0,50.950292397660824,49.04970760233918,97.61208576998051,2.387914230019493
Bolaños de Campos,7,334.0,181.0,153.0,266.0,68.0,54228473.682373,32575.4363634668,27.0,203.0,78.0,54.191616766467064,45.808383233532936,79.64071856287424,20.35928143712575
Brahojos de Medina,7,124.0,67.0,57.0,122.0,2.0,48551746.0087891,31985.0062334022,7.0,61.0,44.0,54.03225806451613,45.96774193548387,98.38709677419355,1.6129032258064515
Bustillo de Chaves,7,72.0,42.0,30.0,48.0,24.0,39865337.7180176,25845.1433803826,7.0,48.0,8.0,58.333333333333336,41.66666666666667,66.66666666666666,33.33333333333333
Cabezón de Pisuerga,7,3678.0,1876.0,1802.0,3561.0,117.0,81543875.9101563,44610.3031737309,673.0,2388.0,333.0,51.00598151169113,48.99401848830887,96.8189233278956,3.181076672104405
Cabezón de Valderaduey,7,37.0,20.0,17.0,36.0,1.0,18757656.6455078,19267.846936262,1.0,21.0,12.0,54.054054054054056,45.94594594594595,97.2972972972973,2.7027027027027026
Cabreros del Monte,7,66.0,36.0,30.0,53.0,13.0,50641499.9438477,30682.4798305364,2.0,34.0,25.0,54.54545454545454,45.45454545454545,80.3030303030303,19.696969696969695
Campaspero,7,1114.0,603.0,511.0,1056.0,58.0,83476571.744873,41637.9602820987,74.0,652.0,273.0,54.129263913824055,45.870736086175945,94.7935368043088,5.206463195691203
"Campillo, El",7,225.0,133.0,92.0,212.0,13.0,58086962.3027344,36921.2084060322,21.0,119.0,66.0,59.111111111111114,40.88888888888889,94.22222222222221,5.777777777777778
Camporredondo,7,161.0,93.0,68.0,157.0,4.0,31125943.7165527,27169.4353688234,7.0,96.0,47.0,57.7639751552795,42.2360248447205,97.51552795031056,2.484472049689441
Canalejas de Peñafiel,7,224.0,124.0,100.0,215.0,9.0,57290674.4938965,37813.4557192939,22.0,115.0,54.0,55.35714285714286,44.642857142857146,95.98214285714286,4.017857142857143
Canillas de Esgueva,7,75.0,45.0,30.0,73.0,2.0,42303494.6071777,30619.6620701471,2.0,36.0,26.0,60.0,40.0,97.33333333333334,2.666666666666667
Carpio,7,1022.0,542.0,480.0,1022.0,0.0,99896615.3037109,61552.8389895725,112.0,621.0,217.0,53.03326810176125,46.96673189823875,100.0,0.0
Casasola de Arión,7,249.0,141.0,108.0,234.0,15.0,49591318.125,34983.2006262617,20.0,135.0,68.0,56.62650602409639,43.373493975903614,93.97590361445783,6.024096385542169
Castrejón de Trabancos,7,178.0,88.0,90.0,176.0,2.0,53463065.385498,32804.8471131301,9.0,92.0,64.0,49.43820224719101,50.56179775280899,98.87640449438202,1.1235955056179776
Castrillo de Duero,7,119.0,67.0,52.0,113.0,6.0,46161245.6679688,36713.8682968192,5.0,72.0,33.0,56.30252100840336,43.69747899159664,94.9579831932773,5.042016806722689
Castrillo-Tejeriego,7,184.0,104.0,80.0,183.0,1.0,64472015.2414551,40289.0089322547,4.0,98.0,69.0,56.52173913043478,43.47826086956522,99.45652173913044,0.5434782608695652
Castrobol,7,66.0,35.0,31.0,66.0,0.0,30713816.0495605,26561.6759504469,1.0,32.0,22.0,53.03030303030303,46.96969696969697,100.0,0.0
Castrodeza,7,158.0,96.0,62.0,157.0,1.0,28619209.8850098,27379.6055762585,10.0,86.0,46.0,60.75949367088608,39.24050632911392,99.36708860759494,0.6329113924050633
Castromembibre,7,58.0,37.0,21.0,56.0,2.0,30223415.9116211,25908.5070845487,3.0,33.0,16.0,63.793103448275865,36.206896551724135,96.55172413793103,3.4482758620689653
Castromonte,7,315.0,183.0,132.0,299.0,16.0,156476467.9375,69227.2356423381,14.0,175.0,99.0,58.0952380952381,41.904761904761905,94.92063492063491,5.079365079365079
Castronuevo de Esgueva,7,385.0,205.0,180.0,382.0,3.0,52387798.4946289,34080.4254259803,44.0,258.0,56.0,53.246753246753244,46.75324675324675,99.22077922077922,0.7792207792207793
Castronuño,7,871.0,430.0,441.0,827.0,44.0,221354562.19873,67363.4090716089,70.0,494.0,213.0,49.36854190585534,50.63145809414466,94.9483352468427,5.05166475315729
Castroponce,7,145.0,80.0,65.0,129.0,16.0,45230409.4338379,29916.2265037428,13.0,84.0,31.0,55.172413793103445,44.827586206896555,88.96551724137932,11.03448275862069
Castroverde de Cerrato,7,230.0,142.0,88.0,216.0,14.0,58356343.1638184,51084.1742465891,18.0,113.0,76.0,61.73913043478261,38.26086956521739,93.91304347826087,6.086956521739131
Ceinos de Campos,7,228.0,124.0,104.0,199.0,29.0,65502498.9921875,35640.5125426475,20.0,132.0,56.0,54.385964912280706,45.614035087719294,87.28070175438597,12.719298245614036
Cervillego de la Cruz,7,94.0,54.0,40.0,94.0,0.0,37694720.300293,26119.5419317714,2.0,48.0,35.0,57.446808510638306,42.5531914893617,100.0,0.0
Cigales,7,5067.0,2580.0,2487.0,4876.0,191.0,109994638.673096,51404.3439549534,914.0,3255.0,472.0,50.91770278271166,49.082297217288335,96.2305111505822,3.7694888494178014
Ciguñuela,7,385.0,200.0,185.0,378.0,7.0,54415025.8486328,33548.8823583584,31.0,257.0,57.0,51.94805194805194,48.05194805194805,98.18181818181819,1.8181818181818181
Cistérniga,7,8984.0,4560.0,4424.0,8706.0,278.0,56821297.604248,37422.5185573532,1710.0,5958.0,665.0,50.756901157613534,49.24309884238646,96.90560997328585,3.0943900267141586
Cogeces de Íscar,7,139.0,69.0,70.0,137.0,2.0,24129147.8452148,22925.3045434353,13.0,77.0,32.0,49.64028776978417,50.35971223021583,98.56115107913669,1.4388489208633095
Cogeces del Monte,7,703.0,380.0,323.0,686.0,17.0,131323703.461914,66957.9842914576,57.0,381.0,198.0,54.054054054054056,45.94594594594595,97.58179231863441,2.418207681365576
Corcos,7,203.0,105.0,98.0,201.0,2.0,76422272.4455566,63483.7623489387,13.0,132.0,48.0,51.724137931034484,48.275862068965516,99.01477832512316,0.9852216748768473
Corrales de Duero,7,98.0,56.0,42.0,92.0,6.0,31913157.7036133,36918.7556391789,4.0,49.0,28.0,57.14285714285714,42.857142857142854,93.87755102040816,6.122448979591836
Cubillas de Santa Marta,7,295.0,170.0,125.0,279.0,16.0,42425192.7895508,34472.5923548978,22.0,205.0,55.0,57.6271186440678,42.3728813559322,94.57627118644068,5.423728813559322
Cuenca de Campos,7,227.0,118.0,109.0,220.0,7.0,86864123.3745117,37122.0318447358,17.0,117.0,66.0,51.98237885462555,48.01762114537445,96.91629955947137,3.0837004405286343
Curiel de Duero,7,129.0,80.0,49.0,115.0,14.0,34056283.8359375,47596.8458646966,12.0,84.0,25.0,62.01550387596899,37.98449612403101,89.14728682170544,10.852713178294573
Encinas de Esgueva,7,272.0,158.0,114.0,250.0,22.0,55483899.2438965,39232.5336783662,10.0,155.0,80.0,58.08823529411765,41.911764705882355,91.91176470588235,8.088235294117647
Esguevillas de Esgueva,7,272.0,147.0,125.0,268.0,4.0,74666565.5187988,40491.9226537806,17.0,139.0,97.0,54.04411764705882,45.955882352941174,98.52941176470588,1.4705882352941175
Fombellida,7,174.0,102.0,72.0,164.0,10.0,64973644.3654785,50923.4950565877,10.0,81.0,67.0,58.620689655172406,41.37931034482759,94.25287356321839,5.747126436781609
Fompedraza,7,107.0,56.0,51.0,105.0,2.0,29269355.3317871,24904.4587580199,6.0,68.0,21.0,52.336448598130836,47.66355140186916,98.13084112149532,1.8691588785046727
Fontihoyuelo,7,34.0,20.0,14.0,34.0,0.0,30894355.9396973,22709.0653855791,3.0,23.0,5.0,58.82352941176471,41.17647058823529,100.0,0.0
Fresno el Viejo,7,927.0,495.0,432.0,923.0,4.0,113902501.775146,55260.6320766129,74.0,548.0,227.0,53.398058252427184,46.601941747572816,99.56850053937433,0.4314994606256742
Fuensaldaña,7,1607.0,829.0,778.0,1548.0,59.0,45133518.8569336,37083.7674023109,250.0,1052.0,189.0,51.586807716241445,48.413192283758555,96.32856253889234,3.671437461107654
Fuente el Sol,7,168.0,89.0,79.0,160.0,8.0,36997746.1853027,32078.1756810344,11.0,93.0,49.0,52.976190476190474,47.023809523809526,95.23809523809523,4.761904761904762
Fuente-Olmedo,7,35.0,18.0,17.0,31.0,4.0,24094907.0388184,21324.3452833691,2.0,16.0,15.0,51.42857142857142,48.57142857142857,88.57142857142857,11.428571428571429
Gallegos de Hornija,7,134.0,68.0,66.0,132.0,2.0,20076204.3220215,24406.4935841624,8.0,70.0,44.0,50.74626865671642,49.25373134328358,98.50746268656717,1.4925373134328357
Gatón de Campos,7,34.0,18.0,16.0,31.0,3.0,37214213.8942871,26594.1653022259,1.0,17.0,12.0,52.94117647058824,47.05882352941176,91.17647058823529,8.823529411764707
Geria,7,508.0,246.0,262.0,460.0,48.0,32513501.4367676,28983.4774082591,47.0,351.0,74.0,48.4251968503937,51.574803149606296,90.5511811023622,9.448818897637794
Herrín de Campos,7,130.0,64.0,66.0,128.0,2.0,53636584.3352051,33833.0957859904,8.0,61.0,42.0,49.23076923076923,50.76923076923077,98.46153846153847,1.5384615384615385
Hornillos de Eresma,7,163.0,91.0,72.0,156.0,7.0,61707962.2924805,37904.8944347375,8.0,103.0,36.0,55.828220858895705,44.171779141104295,95.70552147239265,4.294478527607362
Íscar,7,6420.0,3231.0,3189.0,5710.0,710.0,107484105.600342,58962.3997627405,879.0,4115.0,938.0,50.32710280373832,49.67289719626169,88.94080996884736,11.059190031152648
Laguna de Duero,7,22691.0,11311.0,11380.0,21982.0,709.0,52130437.144043,35629.7897725496,4076.0,14718.0,2563.0,49.84795733991451,50.15204266008549,96.8754131594024,3.1245868405975936
Langayo,7,258.0,163.0,95.0,257.0,1.0,86449447.2460938,47582.9544770881,10.0,136.0,81.0,63.17829457364341,36.82170542635659,99.6124031007752,0.3875968992248062
Lomoviejo,7,178.0,94.0,84.0,177.0,1.0,48679965.7585449,39541.6287470427,15.0,95.0,53.0,52.80898876404494,47.19101123595505,99.43820224719101,0.5617977528089888
Llano de Olmedo,7,62.0,33.0,29.0,60.0,2.0,26966906.0195313,22964.1372146329,1.0,45.0,11.0,53.2258064516129,46.774193548387096,96.7741935483871,3.225806451612903
Manzanillo,7,50.0,27.0,23.0,39.0,11.0,33672007.4731445,33461.4154342034,11.0,31.0,7.0,54.0,46.0,78.0,22.0
Marzales,7,48.0,23.0,25.0,47.0,1.0,22661393.3496094,25416.6321764595,0.0,26.0,16.0,47.91666666666667,52.083333333333336,97.91666666666666,2.083333333333333
Matapozuelos,7,1055.0,542.0,513.0,933.0,122.0,89877500.4047852,45038.1195728908,153.0,640.0,185.0,51.37440758293839,48.62559241706161,88.43601895734598,11.563981042654028
Matilla de los Caños,7,106.0,59.0,47.0,91.0,15.0,21990307.1086426,22535.5084668581,16.0,64.0,22.0,55.660377358490564,44.339622641509436,85.84905660377359,14.150943396226415
Mayorga,7,1618.0,804.0,814.0,1251.0,367.0,274375914.439697,137258.258610819,158.0,1002.0,275.0,49.69097651421508,50.30902348578492,77.31767614338689,22.682323856613102
Medina del Campo,7,20679.0,10038.0,10641.0,19683.0,996.0,271813516.694336,99808.2306956841,2990.0,12706.0,3421.0,48.54199912955172,51.45800087044828,95.18351951254897,4.816480487451037
Medina de Rioseco,7,4770.0,2339.0,2431.0,4552.0,218.0,207860723.74292,113131.206797809,576.0,2979.0,803.0,49.0356394129979,50.9643605870021,95.42976939203355,4.570230607966457
Megeces,7,431.0,228.0,203.0,396.0,35.0,33895724.9641113,25728.263994269,38.0,251.0,104.0,52.90023201856149,47.09976798143852,91.87935034802784,8.120649651972158
Melgar de Abajo,7,102.0,57.0,45.0,101.0,1.0,42048658.4938965,29940.5735343763,7.0,53.0,27.0,55.88235294117647,44.11764705882353,99.01960784313727,0.9803921568627451
Melgar de Arriba,7,166.0,88.0,78.0,147.0,19.0,64034962.5148926,37966.5060685934,4.0,100.0,52.0,53.01204819277109,46.98795180722892,88.55421686746988,11.44578313253012
Mojados,7,3243.0,1699.0,1544.0,2905.0,338.0,82316992.8371582,45239.7022607261,467.0,2136.0,416.0,52.38976256552574,47.61023743447425,89.57755164970706,10.422448350292939
Monasterio de Vega,7,86.0,49.0,37.0,84.0,2.0,54655467.8876953,40546.4625386403,3.0,50.0,23.0,56.97674418604651,43.02325581395349,97.67441860465115,2.3255813953488373
Montealegre de Campos,7,120.0,70.0,50.0,112.0,8.0,61344465.967041,39879.385170851,5.0,85.0,25.0,58.333333333333336,41.66666666666667,93.33333333333333,6.666666666666667
Montemayor de Pililla,7,896.0,480.0,416.0,884.0,12.0,106304814.453369,45745.0898037742,73.0,552.0,198.0,53.57142857142857,46.42857142857143,98.66071428571429,1.3392857142857142
Moral de la Reina,7,169.0,94.0,75.0,133.0,36.0,76953871.7197266,46028.7580838943,16.0,97.0,46.0,55.62130177514793,44.37869822485207,78.69822485207101,21.301775147928996
Moraleja de las Panaderas,7,41.0,27.0,14.0,41.0,0.0,27106874.1948242,23315.8037715253,0.0,23.0,14.0,65.85365853658537,34.146341463414636,100.0,0.0
Morales de Campos,7,140.0,73.0,67.0,136.0,4.0,28652553.9626465,22278.6843208976,7.0,88.0,26.0,52.142857142857146,47.85714285714286,97.14285714285714,2.857142857142857
Mota del Marqués,7,373.0,195.0,178.0,359.0,14.0,56135525.6115723,57343.4205206615,28.0,212.0,99.0,52.27882037533512,47.72117962466488,96.24664879356568,3.753351206434316
Mucientes,7,681.0,347.0,334.0,657.0,24.0,114786274.065918,45274.9413045262,74.0,424.0,134.0,50.95447870778267,49.04552129221732,96.47577092511013,3.524229074889868
"Mudarra, La",7,161.0,81.0,80.0,160.0,1.0,34316898.3977051,29395.3708262844,6.0,88.0,53.0,50.31055900621118,49.68944099378882,99.37888198757764,0.6211180124223602
Muriel,7,140.0,77.0,63.0,139.0,1.0,39719390.5307617,28144.0844562188,5.0,64.0,57.0,55.00000000000001,45.0,99.28571428571429,0.7142857142857143
Nava del Rey,7,2074.0,1058.0,1016.0,1958.0,116.0,224061486.133301,88403.9359604681,244.0,1193.0,462.0,51.01253616200579,48.98746383799421,94.4069431051109,5.593056894889104
Nueva Villa de las Torres,7,301.0,172.0,129.0,296.0,5.0,63430399.1689453,35487.0111483525,17.0,161.0,98.0,57.14285714285714,42.857142857142854,98.33887043189368,1.6611295681063125
Olivares de Duero,7,308.0,171.0,137.0,287.0,21.0,52577421.2746582,39115.2886301711,31.0,179.0,77.0,55.519480519480524,44.48051948051948,93.18181818181817,6.8181818181818175
Olmedo,7,3666.0,1799.0,1867.0,3298.0,368.0,229322209.483398,119456.271109593,447.0,2329.0,584.0,49.07255864702673,50.92744135297327,89.96181123840698,10.038188761593018
Olmos de Esgueva,7,211.0,115.0,96.0,205.0,6.0,44582475.0283203,28926.2684230336,19.0,138.0,46.0,54.502369668246445,45.497630331753555,97.1563981042654,2.843601895734597
Olmos de Peñafiel,7,60.0,33.0,27.0,50.0,10.0,28820875.409668,33791.1166226181,0.0,36.0,16.0,55.00000000000001,45.0,83.33333333333334,16.666666666666664
