Pueblo,Cod_CCAA,Población,Hombres,Mujeres,Españoles,Extranjeros,Area,Longuitud,menores,edad_laboral,jubilados,porcentaje_hombres,porcentaje_mujeres,porcenjate_españoles,poetentaje_extranjeros
"Jonquera, La",9,3157.0,1595.0,1562.0,2105.0,1052.0,105295510.4198,69492.1256146829,521.0,1969.0,397.0,50.522648083623686,49.47735191637631,66.67722521381057,33.32277478618942
Juià,9,334.0,186.0,148.0,299.0,35.0,14974741.2213135,19637.0483389638,99.0,157.0,50.0,55.688622754491014,44.31137724550898,89.52095808383234,10.479041916167663
Lladó,9,773.0,377.0,396.0,707.0,66.0,24920954.5098877,22879.280151254,141.0,458.0,99.0,48.77102199223803,51.228978007761974,91.46183699870633,8.538163001293661
Llagostera,9,8229.0,4201.0,4028.0,6959.0,1270.0,137797928.408447,61265.0684209797,1346.0,4992.0,1172.0,51.05116052983352,48.94883947016648,84.56677603597035,15.433223964029652
Llambilles,9,716.0,363.0,353.0,706.0,10.0,26690353.56604,20766.8054777519,151.0,414.0,107.0,50.69832402234636,49.30167597765363,98.60335195530726,1.3966480446927374
Llanars,9,507.0,272.0,235.0,472.0,35.0,44824708.9042969,37593.3851586363,64.0,303.0,98.0,53.64891518737672,46.35108481262327,93.09664694280079,6.903353057199212
Llançà,9,4796.0,2361.0,2435.0,4188.0,608.0,51121395.1015625,44146.6425484394,691.0,2848.0,914.0,49.22852376980818,50.77147623019182,87.32276897414512,12.67723102585488
Llers,9,1211.0,602.0,609.0,1106.0,105.0,38867657.3797607,32063.7491653305,203.0,708.0,213.0,49.71098265895954,50.28901734104046,91.32947976878613,8.670520231213873
Llívia,9,1415.0,758.0,657.0,1229.0,186.0,23592362.8963623,24577.101669117,188.0,937.0,201.0,53.56890459363958,46.43109540636042,86.85512367491167,13.14487632508834
Lloret de Mar,9,36878.0,18857.0,18021.0,24237.0,12641.0,86883581.0478516,46312.7840749402,5977.0,24097.0,4455.0,51.13346710776072,48.86653289223927,65.72211074353272,34.27788925646727
"Llosses, Les",9,210.0,116.0,94.0,201.0,9.0,209014338.97876,123887.6085326,25.0,134.0,33.0,55.23809523809524,44.761904761904766,95.71428571428572,4.285714285714286
Madremanya,9,284.0,141.0,143.0,256.0,28.0,25409895.2347412,25237.4314005256,47.0,162.0,42.0,49.647887323943664,50.352112676056336,90.14084507042254,9.859154929577464
Maià de Montcal,9,409.0,216.0,193.0,357.0,52.0,31291085.1704102,27363.3462471297,68.0,230.0,83.0,52.81173594132029,47.18826405867971,87.28606356968214,12.71393643031785
Meranges,9,99.0,61.0,38.0,95.0,4.0,69078013.4307861,36345.3262171015,13.0,58.0,19.0,61.61616161616161,38.38383838383838,95.95959595959596,4.040404040404041
Masarac,9,279.0,146.0,133.0,230.0,49.0,22848679.9971924,21882.546212638,40.0,172.0,50.0,52.32974910394266,47.67025089605735,82.43727598566308,17.562724014336915
Massanes,9,721.0,392.0,329.0,683.0,38.0,47470665.4169922,29104.9853328417,99.0,433.0,112.0,54.36893203883495,45.63106796116505,94.72954230235784,5.270457697642163
Maçanet de Cabrenys,9,706.0,345.0,361.0,636.0,70.0,123677379.494385,52036.1705083137,77.0,401.0,166.0,48.86685552407932,51.13314447592068,90.08498583569406,9.91501416430595
Maçanet de la Selva,9,6822.0,3530.0,3292.0,6090.0,732.0,82084287.0440674,46924.9818428442,1126.0,4190.0,1055.0,51.74435649369686,48.25564350630314,89.27000879507476,10.729991204925241
Mieres,9,318.0,162.0,156.0,295.0,23.0,47512802.4660645,33172.9845804182,34.0,193.0,64.0,50.943396226415096,49.056603773584904,92.76729559748428,7.232704402515723
Mollet de Peralada,9,186.0,98.0,88.0,178.0,8.0,11263788.7412109,22399.8535979942,31.0,90.0,46.0,52.68817204301075,47.31182795698925,95.6989247311828,4.301075268817205
Molló,9,342.0,164.0,178.0,325.0,17.0,79289546.7523193,48608.5430925378,42.0,196.0,69.0,47.953216374269005,52.046783625730995,95.02923976608187,4.970760233918129
Montagut i Oix,9,919.0,486.0,433.0,854.0,65.0,171274942.720459,97457.6653218946,134.0,558.0,143.0,52.8835690968444,47.1164309031556,92.92709466811752,7.072905331882481
Mont-ras,9,1725.0,871.0,854.0,1596.0,129.0,22361855.5739746,24125.6004205482,255.0,1062.0,292.0,50.4927536231884,49.507246376811594,92.52173913043478,7.478260869565218
Navata,9,1307.0,646.0,661.0,1141.0,166.0,33745064.4526367,37372.7061827086,239.0,771.0,192.0,49.42616679418516,50.57383320581484,87.2991583779648,12.700841622035194
Ogassa,9,228.0,133.0,95.0,226.0,2.0,83095494.2348633,49881.7775778609,28.0,141.0,44.0,58.333333333333336,41.66666666666667,99.12280701754386,0.8771929824561403
Olot,9,34194.0,16974.0,17220.0,28029.0,6165.0,52764815.5632324,40732.7600797346,5269.0,20582.0,5238.0,49.64028776978417,50.35971223021583,81.97052114406036,18.029478855939637
Ordis,9,364.0,194.0,170.0,337.0,27.0,15463679.6064453,19083.3857360359,63.0,204.0,69.0,53.2967032967033,46.7032967032967,92.58241758241759,7.417582417582418
Osor,9,421.0,217.0,204.0,396.0,25.0,93530697.8487549,60718.1325823843,49.0,259.0,64.0,51.543942992874115,48.45605700712589,94.06175771971496,5.938242280285035
Palafrugell,9,22725.0,11274.0,11451.0,17816.0,4909.0,48558905.3959961,50458.0783053855,3784.0,13714.0,3284.0,49.61056105610561,50.38943894389439,78.3982398239824,21.6017601760176
Palamós,9,17743.0,8651.0,9092.0,15486.0,2257.0,25342815.6860352,37338.251055718,2651.0,10944.0,2860.0,48.75725638279885,51.24274361720115,87.27949050329707,12.720509496702926
Palau de Santa Eulàlia,9,96.0,58.0,38.0,89.0,7.0,15888832.2491455,24664.533666597,13.0,58.0,21.0,60.416666666666664,39.58333333333333,92.70833333333334,7.291666666666667
Palau-saverdera,9,1456.0,714.0,742.0,1057.0,399.0,30221398.9169922,24193.5426413477,277.0,803.0,261.0,49.03846153846153,50.96153846153846,72.59615384615384,27.403846153846157
Palau-sator,9,285.0,151.0,134.0,263.0,22.0,22517183.1738281,22299.2737324995,45.0,164.0,58.0,52.98245614035088,47.01754385964912,92.28070175438596,7.719298245614035
Palol de Revardit,9,476.0,237.0,239.0,452.0,24.0,33827069.3952637,30236.2130693277,82.0,269.0,88.0,49.78991596638656,50.21008403361344,94.9579831932773,5.042016806722689
Pals,9,2469.0,1246.0,1223.0,1977.0,492.0,46516316.9700928,28428.6340438531,356.0,1453.0,482.0,50.46577561765897,49.53422438234103,80.07290400972053,19.927095990279465
Pardines,9,160.0,89.0,71.0,152.0,8.0,56768299.9346924,30735.049097388,26.0,93.0,31.0,55.625,44.375,95.0,5.0
Parlavà,9,394.0,206.0,188.0,375.0,19.0,11125020.7990723,16374.6571254232,55.0,235.0,80.0,52.28426395939086,47.71573604060914,95.17766497461929,4.822335025380711
Pau,9,537.0,277.0,260.0,394.0,143.0,19107119.3466797,22835.6133150703,87.0,299.0,113.0,51.5828677839851,48.4171322160149,73.3705772811918,26.629422718808193
Pedret i Marzà,9,186.0,98.0,88.0,173.0,13.0,15791372.8519287,17995.808257892,29.0,113.0,26.0,52.68817204301075,47.31182795698925,93.01075268817203,6.989247311827956
"Pera, La",9,457.0,219.0,238.0,406.0,51.0,21566032.9348145,20347.5098670213,68.0,260.0,83.0,47.921225382932164,52.078774617067836,88.8402625820569,11.159737417943107
Peralada,9,1859.0,920.0,939.0,1636.0,223.0,80049561.8453369,53910.2896401348,300.0,1120.0,289.0,49.488972565895644,50.51102743410436,88.00430338891877,11.995696611081225
"Planes d'Hostoles, Les",9,1629.0,828.0,801.0,1482.0,147.0,66924400.7521973,50806.58883255,219.0,884.0,373.0,50.82872928176796,49.171270718232044,90.97605893186004,9.023941068139964
Planoles,9,303.0,168.0,135.0,271.0,32.0,33558554.3487549,32616.8414630075,35.0,183.0,56.0,55.44554455445545,44.554455445544555,89.43894389438944,10.561056105610561
Pont de Molins,9,531.0,265.0,266.0,469.0,62.0,15803007.4277344,20125.3711899082,88.0,322.0,78.0,49.90583804143126,50.09416195856874,88.32391713747646,11.67608286252354
Pontós,9,240.0,133.0,107.0,213.0,27.0,24871915.7700195,22929.4135791274,40.0,137.0,46.0,55.41666666666667,44.583333333333336,88.75,11.25
Porqueres,9,4594.0,2271.0,2323.0,4339.0,255.0,61058158.708252,55697.7364377532,829.0,2765.0,684.0,49.434044405746626,50.565955594253374,94.44928167174575,5.550718328254245
Portbou,9,1107.0,543.0,564.0,977.0,130.0,17033715.8791504,24760.0714823572,91.0,620.0,290.0,49.05149051490515,50.94850948509485,88.25654923215899,11.743450767841011
"Preses, Les",9,1764.0,874.0,890.0,1720.0,44.0,17378546.5688477,21056.0840719352,313.0,1045.0,271.0,49.54648526077097,50.45351473922902,97.50566893424036,2.494331065759637
"Port de la Selva, El",9,992.0,508.0,484.0,764.0,228.0,76451107.6799316,73262.9477675455,120.0,580.0,226.0,51.20967741935484,48.79032258064516,77.01612903225806,22.983870967741936
Puigcerdà,9,8839.0,4425.0,4414.0,7318.0,1521.0,34385802.4559326,43718.8913769158,1512.0,5556.0,1124.0,50.06222423351058,49.93777576648942,82.79217106007466,17.20782893992533
Quart,9,3570.0,1786.0,1784.0,3401.0,169.0,69291678.4603271,44120.7289745694,639.0,2185.0,404.0,50.02801120448179,49.97198879551821,95.26610644257703,4.733893557422969
Rabós,9,175.0,86.0,89.0,150.0,25.0,82836585.2089844,48688.6517343774,15.0,101.0,46.0,49.142857142857146,50.857142857142854,85.71428571428571,14.285714285714285
Regencós,9,279.0,143.0,136.0,256.0,23.0,11233508.9598389,14892.4508739489,46.0,160.0,57.0,51.25448028673835,48.74551971326165,91.75627240143369,8.24372759856631
Ribes de Freser,9,1783.0,887.0,896.0,1677.0,106.0,77487614.3955078,55323.8809381054,196.0,1017.0,425.0,49.74761637689288,50.25238362310712,94.05496354458778,5.945036455412227
Riells i Viabrea,9,3922.0,2026.0,1896.0,3730.0,192.0,48865388.0255127,42022.5005401121,705.0,2520.0,478.0,51.65731769505354,48.34268230494646,95.10453850076492,4.8954614992350844
Ripoll,9,10611.0,5236.0,5375.0,9465.0,1146.0,133427108.703735,72273.4921610332,1448.0,6308.0,1985.0,49.34501931957403,50.65498068042598,89.19988690981057,10.800113090189425
Riudarenes,9,2145.0,1106.0,1039.0,1913.0,232.0,85323189.017334,44997.0800967114,369.0,1283.0,330.0,51.561771561771565,48.438228438228435,89.18414918414919,10.815850815850817
Riudaura,9,475.0,229.0,246.0,460.0,15.0,43830284.8442383,39239.0804169228,78.0,281.0,74.0,48.21052631578947,51.78947368421053,96.84210526315789,3.1578947368421053
Riudellots de la Selva,9,2029.0,1024.0,1005.0,1754.0,275.0,24154770.0505371,23016.7986756177,362.0,1266.0,252.0,50.46821094135042,49.531789058649586,86.44652538196156,13.553474618038441
Riumors,9,266.0,133.0,133.0,228.0,38.0,11608593.0601807,17210.8129876687,39.0,156.0,48.0,50.0,50.0,85.71428571428571,14.285714285714285
Roses,9,19216.0,9645.0,9571.0,13554.0,5662.0,84003833.6901855,58521.399362411,3257.0,11612.0,3017.0,50.19254787676935,49.80745212323064,70.53497085761865,29.46502914238135
Rupià,9,264.0,134.0,130.0,232.0,32.0,9778270.23498535,14841.234541019,36.0,153.0,46.0,50.75757575757576,49.24242424242424,87.87878787878788,12.121212121212121
Sales de Llierca,9,147.0,76.0,71.0,120.0,27.0,66313737.543457,47123.0722169468,20.0,98.0,16.0,51.70068027210885,48.29931972789115,81.63265306122449,18.367346938775512
Salt,9,29836.0,15685.0,14151.0,18761.0,11075.0,11791664.1608887,17000.5378333285,5777.0,18344.0,3121.0,52.57071993564821,47.429280064351794,62.88041292398445,37.119587076015556
Sant Andreu Salou,9,150.0,79.0,71.0,149.0,1.0,10628146.2095947,15211.3273595853,24.0,84.0,27.0,52.666666666666664,47.333333333333336,99.33333333333333,0.6666666666666667
Sant Climent Sescebes,9,636.0,372.0,264.0,556.0,80.0,44631608.3657227,34445.7085844016,79.0,400.0,109.0,58.490566037735846,41.509433962264154,87.42138364779875,12.578616352201259
Sant Feliu de Buixalleu,9,825.0,431.0,394.0,778.0,47.0,111220324.423096,51227.6256217555,117.0,512.0,145.0,52.24242424242425,47.75757575757576,94.3030303030303,5.696969696969697
Sant Feliu de Guíxols,9,21721.0,10712.0,11009.0,17927.0,3794.0,28996790.5650635,36051.4921388623,3388.0,13063.0,3574.0,49.316329819069104,50.683670180930896,82.53303254914599,17.466967450854014
Sant Feliu de Pallerols,9,1342.0,647.0,695.0,1225.0,117.0,63578295.0,46065.8456288467,223.0,767.0,242.0,48.21162444113264,51.78837555886736,91.28166915052161,8.718330849478392
Sant Ferriol,9,228.0,125.0,103.0,203.0,25.0,75981525.9003906,75263.9313598401,42.0,137.0,31.0,54.824561403508774,45.17543859649123,89.03508771929825,10.964912280701753
Sant Gregori,9,3636.0,1857.0,1779.0,3512.0,124.0,88172345.855957,51032.1738597215,692.0,2170.0,475.0,51.07260726072608,48.92739273927393,96.58965896589659,3.4103410341034106
Sant Hilari Sacalm,9,5578.0,2801.0,2777.0,4692.0,886.0,151508147.334351,90698.6782441551,803.0,3303.0,938.0,50.21513087128003,49.78486912871997,84.11617067049121,15.883829329508783
Sant Jaume de Llierca,9,852.0,410.0,442.0,759.0,93.0,12899716.5186768,20492.5051595321,113.0,484.0,160.0,48.12206572769953,51.87793427230047,89.08450704225352,10.915492957746478
Sant Jordi Desvalls,9,732.0,357.0,375.0,661.0,71.0,21282087.1411133,19741.7915644673,111.0,427.0,114.0,48.77049180327869,51.229508196721305,90.30054644808743,9.699453551912567
Sant Joan de les Abadesses,9,3270.0,1631.0,1639.0,3069.0,201.0,97557023.4267578,53274.1998574901,397.0,1827.0,742.0,49.87767584097859,50.1223241590214,93.8532110091743,6.146788990825688
Sant Joan de Mollet,9,498.0,236.0,262.0,463.0,35.0,5818801.73400879,11859.0178649232,89.0,298.0,79.0,47.389558232931726,52.610441767068274,92.9718875502008,7.028112449799197
Sant Julià de Ramis,9,3447.0,1750.0,1697.0,3217.0,230.0,33153780.1245117,39504.5131133215,639.0,2149.0,393.0,50.7687844502466,49.23121554975341,93.32753118653902,6.67246881346098
Vallfogona de Ripollès,9,204.0,112.0,92.0,197.0,7.0,70452070.6484375,37362.308166572,19.0,116.0,54.0,54.90196078431373,45.09803921568628,96.56862745098039,3.431372549019608
Sant Llorenç de la Muga,9,251.0,133.0,118.0,197.0,54.0,58360358.6119385,37720.3650820224,36.0,152.0,42.0,52.98804780876494,47.01195219123506,78.48605577689243,21.51394422310757
Sant Martí de Llémena,9,612.0,314.0,298.0,574.0,38.0,78259131.9454346,47862.7755074024,99.0,395.0,77.0,51.307189542483655,48.69281045751634,93.79084967320262,6.209150326797386
Sant Martí Vell,9,245.0,126.0,119.0,212.0,33.0,30395429.3133545,30675.6349720805,44.0,140.0,43.0,51.42857142857142,48.57142857142857,86.53061224489797,13.46938775510204
Sant Miquel de Campmajor,9,226.0,119.0,107.0,215.0,11.0,60829876.7218018,47660.5694924112,30.0,135.0,39.0,52.654867256637175,47.34513274336283,95.13274336283186,4.867256637168142
Sant Miquel de Fluvià,9,746.0,390.0,356.0,666.0,80.0,6478345.08728027,11299.3035496517,104.0,466.0,115.0,52.27882037533512,47.72117962466488,89.27613941018767,10.723860589812332
Sant Mori,9,175.0,94.0,81.0,141.0,34.0,13451487.763916,18345.0078715769,31.0,107.0,25.0,53.714285714285715,46.285714285714285,80.57142857142857,19.428571428571427
Sant Pau de Segúries,9,672.0,330.0,342.0,642.0,30.0,16288553.1694336,20114.3512700308,75.0,397.0,127.0,49.107142857142854,50.89285714285714,95.53571428571429,4.464285714285714
Sant Pere Pescador,9,2040.0,1102.0,938.0,1286.0,754.0,33539641.706665,37136.2258850833,315.0,1293.0,285.0,54.01960784313725,45.98039215686274,63.03921568627451,36.96078431372549
Santa Coloma de Farners,9,12854.0,6461.0,6393.0,10381.0,2473.0,127530825.302246,59787.1733444056,2230.0,7818.0,1690.0,50.264509102224984,49.735490897775016,80.76085265287071,19.239147347129297
Santa Cristina d'Aro,9,5194.0,2600.0,2594.0,4328.0,866.0,122145117.910767,65004.8128236183,923.0,3167.0,775.0,50.057758952637656,49.94224104736234,83.32691567192914,16.67308432807085
Santa Llogaia d'Àlguema,9,353.0,184.0,169.0,339.0,14.0,3443439.01843262,8693.88285774103,64.0,221.0,41.0,52.124645892351275,47.875354107648725,96.03399433427762,3.9660056657223794
